StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1,2,3,4,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13
2023-12-22 11:29:35,2023-12-22 11:47:32,IP Address,146.70.95.151,100,1077,True,2023-12-22 11:47:33,R_4hAHo9Mj7VSReXD,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Neither adequate nor inadequate,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat comfortable,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-22 11:47:44,2023-12-22 11:53:10,IP Address,146.70.95.151,100,325,True,2023-12-22 11:53:10,R_3WoYbaRYMpqg7qp,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,,Neither agree nor disagree,Neither agree nor disagree,Somewhat comfortable,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-22 11:53:16,2023-12-22 12:01:06,IP Address,146.70.95.151,100,470,True,2023-12-22 12:01:07,R_10cJQisvBIbozO9,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-22 12:01:15,2023-12-22 12:09:09,IP Address,146.70.95.151,100,473,True,2023-12-22 12:09:10,R_4QtfbwsERExZ4RP,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat comfortable,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-22 12:09:13,2023-12-22 12:22:11,IP Address,146.70.95.151,100,778,True,2023-12-22 12:22:12,R_5mnPAwKFZ4n3PO1,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Neither adequate nor inadequate,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-22 12:22:16,2023-12-22 12:24:45,IP Address,146.70.95.151,100,148,True,2023-12-22 12:24:45,R_2f9gWD9TFT2sHhE,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-22 12:24:48,2023-12-22 12:27:39,IP Address,146.70.95.151,100,171,True,2023-12-22 12:27:40,R_20uYW5rkMc8wZzM,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat inadequate,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat comfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-22 12:27:49,2023-12-22 12:33:37,IP Address,146.70.95.151,100,347,True,2023-12-22 12:33:37,R_7pVqJGP9ieLc7lx,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-22 12:33:45,2023-12-22 12:37:04,IP Address,146.70.95.151,100,198,True,2023-12-22 12:37:04,R_3PXmaJW550zO6KI,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-22 12:37:10,2023-12-22 12:41:04,IP Address,146.70.95.151,100,233,True,2023-12-22 12:41:04,R_8rNOcHkRlp70Zb9,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-22 12:41:29,2023-12-22 12:46:41,IP Address,146.70.95.151,100,311,True,2023-12-22 12:46:42,R_4HTwfe0mt8BjzBs,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat comfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-22 12:46:48,2023-12-22 12:49:40,IP Address,146.70.95.151,100,171,True,2023-12-22 12:49:40,R_7l4Vq8aw1Mwk2mu,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat inadequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-22 12:50:21,2023-12-22 12:53:20,IP Address,146.70.95.151,100,178,True,2023-12-22 12:53:21,R_6aTWoI9bCh60QyR,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat comfortable,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-22 12:53:26,2023-12-22 12:56:18,IP Address,217.138.254.76,100,171,True,2023-12-22 12:56:18,R_5exVzPvwh6ER3sE,,,,,51.4964,-0.1224,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-22 12:57:30,2023-12-22 13:01:29,IP Address,146.70.95.151,100,238,True,2023-12-22 13:01:29,R_5zY0PZzverMDTUt,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-22 13:01:36,2023-12-22 13:04:46,IP Address,146.70.95.151,100,189,True,2023-12-22 13:04:46,R_6h0mY1kirnPGm56,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Extremely comfortable,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-22 13:05:19,2023-12-22 13:08:11,IP Address,146.70.95.151,100,172,True,2023-12-22 13:08:11,R_33r4B2Q6R3xJgZF,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-22 13:08:21,2023-12-22 13:13:59,IP Address,146.70.95.151,100,337,True,2023-12-22 13:13:59,R_1NgmshIAbaqNAKR,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Master's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-24 07:57:32,2023-12-24 08:02:56,IP Address,105.113.71.40,100,324,True,2023-12-24 08:02:57,R_6PYOYNIGabWMqAK,,,,,6.4474,3.3903,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Part-Time,Daily,A moderate amount,Somewhat inadequate,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat uncomfortable,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-24 07:56:20,2023-12-24 08:03:06,IP Address,105.119.3.72,100,406,True,2023-12-24 08:03:07,R_3HpiRXORALJNiSZ,,,,,10,8,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Male,Bachelor's Degree,Student,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree
2023-12-24 08:27:53,2023-12-24 08:30:20,IP Address,146.70.104.19,100,147,True,2023-12-24 08:30:21,R_5fnkacOlHyFS52h,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Part-Time,Daily,A moderate amount,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-24 08:16:55,2023-12-24 08:31:39,IP Address,102.91.46.42,100,883,True,2023-12-24 08:31:39,R_2NyLKFN9MWDclxl,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-24 08:31:10,2023-12-24 08:35:45,IP Address,146.70.104.19,100,274,True,2023-12-24 08:35:45,R_2PbEBqKWQPqzPqZ,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",35-44,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Somewhat disagree,Somewhat agree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-24 08:36:00,2023-12-24 08:37:59,IP Address,146.70.104.19,100,119,True,2023-12-24 08:38:00,R_3wulv4z6DB7k9Kk,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither comfortable nor uncomfortable,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-24 08:08:09,2023-12-24 08:39:22,IP Address,105.119.3.100,100,1872,True,2023-12-24 08:39:23,R_3dhniIAEaWpaC3f,,,,,10,8,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Student,Weekly,A little,Somewhat adequate,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat uncomfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-24 08:38:05,2023-12-24 08:39:49,IP Address,146.70.104.19,100,103,True,2023-12-24 08:39:49,R_5oQPOBgxhf84x4Z,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",35-44,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat inadequate,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-24 08:39:53,2023-12-24 08:41:28,IP Address,146.70.104.19,100,94,True,2023-12-24 08:41:28,R_2lQEIMsYmR33qqZ,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Master's Degree,Employed Full-Time,Daily,A lot,Neither adequate nor inadequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-24 08:41:30,2023-12-24 08:43:08,IP Address,146.70.104.19,100,98,True,2023-12-24 08:43:09,R_62EXf6o8XfpvvMr,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat comfortable,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-24 08:43:12,2023-12-24 08:46:04,IP Address,146.70.104.19,100,172,True,2023-12-24 08:46:05,R_2g7XBfO9wDRcwa5,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-24 08:46:08,2023-12-24 08:48:11,IP Address,146.70.104.19,100,122,True,2023-12-24 08:48:11,R_1PAuddyWJCeMYwM,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-24 08:48:14,2023-12-24 08:49:41,IP Address,146.70.104.19,100,87,True,2023-12-24 08:49:42,R_5vigweS3Oi8wGyn,,,,,51.5064,-0.02,anonymous,EN,"No, I don't","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Part-Time,Daily,A little,Somewhat inadequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-24 08:39:42,2023-12-24 08:52:30,IP Address,105.119.3.228,100,768,True,2023-12-24 08:52:31,R_4sAEofx4mpPxtiF,,,,,10,8,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",35-44,Male,Doctorate or higher,Employed Full-Time,Monthly,A little,Extremely adequate,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-24 08:49:59,2023-12-24 08:54:46,IP Address,146.70.104.19,100,286,True,2023-12-24 08:54:46,R_8MRKqb4AfVB6FgZ,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat comfortable,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-24 08:54:49,2023-12-24 08:56:12,IP Address,146.70.104.19,100,83,True,2023-12-24 08:56:13,R_4VmD0rBowsDo2NS,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-24 08:56:18,2023-12-24 08:57:38,IP Address,146.70.104.19,100,80,True,2023-12-24 08:57:38,R_5rEAYH4ye8WgyKR,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-24 08:57:42,2023-12-24 08:58:57,IP Address,146.70.104.19,100,75,True,2023-12-24 08:58:58,R_60jXqz4xdBX2KnW,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat inadequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat comfortable,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-24 08:59:05,2023-12-24 09:00:37,IP Address,146.70.104.19,100,92,True,2023-12-24 09:00:38,R_10KVotuF2R1szXr,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree
2023-12-24 09:00:40,2023-12-24 09:02:23,IP Address,146.70.104.19,100,102,True,2023-12-24 09:02:23,R_1M0yFdSpwL6A8CN,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Weekly,A moderate amount,Somewhat inadequate,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree
2023-12-24 09:02:36,2023-12-24 09:04:56,IP Address,146.70.104.19,100,139,True,2023-12-24 09:04:56,R_8jKfyCSTFcsOTiE,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
